"id";"swls_1_t1";"swls_2_t1";"swls_3_t1";"swls_4_t1";"swls_5_t1";"uls_1_t1";"uls_2_t1";"uls_3_t1";"uls_4_t1";"uls_5_t1";"uls_6_t1";"uls_7_t1";"uls_8_t1";"uls_9_t1";"awb_1_t1";"awb_2_t1";"awb_3_t1";"awb_4_t1";"awb_5_t1";"awb_6_t1";"demog_ses_t1";"party_affiliation_t1";"support_election2020_t1"
"FA20_SW6UACJMJMQQ";1;2;5;2;6;4;4;2;3;2;3;2;3;2;2;5;3;4;3;2;7;2;2
"FA20_SX11UUN9SBPU";5;5;6;6;6;2;4;4;2;4;4;4;2;4;2;5;4;4;5;3;7;4;2
"FA20_SX4DDIDUX8XM";2;2;2;4;1;4;2;3;4;3;2;2;4;1;4;5;2;5;3;3;6;2;2
"FA20_T2BP2P4NNTLS";3;5;6;6;6;3;3;4;2;4;4;3;2;4;3;4;4;2;4;3;4;4;2
"FA20_T4H6A759ZE3P";5;6;5;5;3;4;3;3;4;4;4;3;4;3;3;5;3;5;2;1;6;1;2
"FA20_T4ZM4F0GP0BP";3;3;3;3;3;3;4;3;3;4;2;2;4;1;2;5;2;3;3;1;4;3;2
"FA20_T51DYP8QZNQE";6;5;6;7;6;1;3;3;3;3;2;3;3;3;4;4;5;3;4;3;6;2;2
"FA20_T6AB8CH75LZE";5;7;2;6;6;1;3;4;1;4;3;3;2;4;1;3;4;2;3;2;5;4;3
"FA20_T7HYZRK76AKW";6;6;6;6;5;3;2;3;3;4;2;3;3;2;2;3;4;2;3;4;8;3;2
"FA20_T7ZLJWEVBCLN";6;6;6;6;6;2;4;4;2;4;4;4;2;4;2;2;5;2;4;4;8;3;2
"FA20_T8OBCTIXG17O";4;3;4;5;3;3;4;3;3;3;2;3;4;3;3;5;3;4;2;1;7;1;1
"FA20_T9Y3XSIM3Q52";5;5;5;6;6;3;3;3;3;2;3;3;2;3;1;3;4;3;3;2;7;2;2
"FA20_TAS15M9G62N2";6;7;6;7;5;3;3;4;3;4;2;3;2;1;1;2;4;1;4;3;8;4;NA
"FA20_TBM4OGLZYN3L";2;6;4;5;3;4;3;4;3;3;2;2;4;3;2;3;3;3;2;3;6;3;2
"FA20_TCB46WLW23TU";5;5;6;7;2;2;3;3;4;3;2;3;3;2;1;5;3;3;3;2;8;2;2
"FA20_TE04H92UATXV";3;5;5;6;2;4;2;2;4;2;3;3;4;2;1;5;2;5;1;3;4;2;2
"FA20_TFESR7UTZ5JK";5;6;6;6;5;3;3;3;3;3;3;3;3;3;1;3;5;1;4;3;5;4;2
"FA20_TFQA33ZVKXFR";7;5;6;7;3;3;3;4;2;3;3;3;3;3;5;4;4;5;4;5;7;3;2
"FA20_TGC5F747I0E5";4;5;5;4;4;3;3;4;2;4;3;3;2;3;2;3;4;2;3;2;5;2;2
"FA20_THQ8PNIJMRZ8";5;6;7;7;5;3;3;2;3;3;1;2;4;3;1;3;4;1;4;5;4;4;2
"FA20_THXU9GF5ODPH";1;2;2;6;1;4;4;3;3;3;2;3;4;3;2;5;3;4;2;1;3;2;2
"FA20_THZOKHCS2NRA";1;2;2;2;1;4;2;2;3;2;2;1;3;1;3;3;2;4;3;2;5;2;2
"FA20_TJCJC3REFFKU";4;5;5;4;2;4;3;3;3;3;2;2;3;2;4;4;4;5;3;1;8;3;1
"FA20_TLBI628LVN89";2;2;2;5;3;3;2;2;4;3;3;2;4;3;2;4;2;5;2;1;8;2;2
"FA20_TNB17CD2FC35";6;6;5;7;3;4;3;2;3;2;2;2;3;3;4;4;4;4;4;2;9;2;2
"FA20_TNGXLIXTPH8Z";4;6;7;4;7;3;4;3;3;3;3;3;3;4;2;5;5;4;5;1;8;3;2
"FA20_TNJU6511GDY3";4;5;4;3;3;4;3;3;4;3;3;3;4;2;1;4;3;4;3;2;8;2;2
"FA20_TOUXFGNQJ9BK";6;5;7;6;5;4;3;4;4;3;2;2;4;3;1;4;5;3;5;4;7;2;2
"FA20_TP0G9XEUW5J6";1;5;5;2;2;4;3;2;4;2;1;1;4;1;2;5;2;3;2;2;6;4;1
"FA20_TPS7VILYDVXL";5;6;5;6;5;3;3;4;3;4;4;4;3;4;2;5;5;3;3;1;8;1;1
"FA20_TRXQUUTVXG3C";5;5;5;6;3;2;3;2;3;3;3;3;2;3;3;4;4;3;3;2;5;2;2
"FA20_TW61C82V7KEE";4;5;5;5;3;3;3;3;2;4;3;3;2;3;1;3;3;1;3;4;6;4;2
"FA20_TZN50MZN3AK7";5;5;6;5;1;3;3;3;3;3;3;3;3;3;3;4;4;2;4;4;7;2;2
"FA20_U0GZRPGZ82DE";5;6;7;3;6;3;4;3;2;4;4;4;2;3;1;1;5;1;3;5;8;2;2
"FA20_U0U1E679HM4V";5;6;6;6;3;1;3;4;1;4;3;4;1;4;1;3;5;1;4;1;5;4;2
"FA20_U3ZZQHGCWZHG";5;4;5;7;4;2;4;4;2;4;3;4;3;4;1;3;4;1;5;2;7;2;2
"FA20_U41VKXDLWBYG";5;5;3;2;5;3;3;2;4;3;2;3;3;2;1;4;4;3;2;4;9;2;2
"FA20_U50A09LJAYP0";5;6;6;5;6;2;3;4;3;4;4;3;3;3;1;2;3;4;4;4;6;2;2
"FA20_U5FZTWOKCYU7";5;5;3;5;1;3;3;4;1;3;3;2;2;4;2;3;4;2;5;2;7;2;2
"FA20_U8M1IWH2OT9G";5;6;6;5;7;3;3;4;3;4;3;3;3;3;1;3;4;2;4;4;7;2;2
"FA20_UBCDYCA0OCDK";5;5;6;3;5;3;4;4;2;4;4;4;2;4;2;3;4;3;4;3;7;1;1
"FA20_UBVHTIQ1VZQK";5;5;5;5;5;2;3;4;2;4;4;4;2;4;2;4;3;3;3;2;8;2;2
"FA20_UCJYBA6RSASK";6;6;6;6;6;2;4;4;2;4;4;3;2;4;1;2;5;2;4;3;6;2;2
"FA20_UCK5K21J5MXI";5;5;4;6;3;3;3;2;4;3;3;3;3;1;2;5;4;3;4;1;7;3;1
"FA20_UD1SAU6TNU9D";4;5;3;3;2;3;3;3;3;3;3;3;3;3;2;5;2;5;2;1;5;4;2
"FA20_UE5T3BFRY00W";3;3;4;5;3;2;4;3;2;2;2;3;2;4;4;5;4;4;3;3;4;2;3
"FA20_UJJHAA9L7IOJ";5;3;3;5;3;2;3;3;3;3;4;3;4;1;4;4;2;4;1;1;6;3;2
"FA20_UMT2A8IY6C0R";2;2;3;2;1;4;3;3;4;3;2;3;4;2;2;5;3;4;2;2;8;2;2
"FA20_UMTG2QH5XFWJ";2;5;2;2;6;3;2;2;4;2;3;2;3;3;1;1;3;2;3;3;6;4;2
"FA20_UN43FP6ODCB8";5;6;6;5;3;2;4;3;2;3;4;3;2;4;1;2;5;1;5;4;4;2;2
"FA20_UOSNUUH0V08J";4;4;6;7;3;3;3;4;2;4;4;4;3;4;4;4;5;3;4;1;5;2;2
"FA20_UPDNUMS92WMD";6;7;7;5;7;1;4;4;1;4;3;4;3;3;2;3;5;2;3;5;6;4;2
"FA20_UPOLG878M1S4";5;5;5;3;5;3;3;4;1;3;3;3;2;4;2;2;3;1;4;3;7;1;1
"FA20_UPYGW4IDGSJE";4;2;5;5;2;4;3;3;4;3;1;3;4;1;1;5;2;5;2;1;4;2;2
"FA20_UT5PMCAF33DQ";1;2;5;4;6;4;3;3;3;2;4;3;4;2;2;4;1;5;3;2;10;2;2
"FA20_UUN2K5YQYDGT";6;6;7;5;6;2;3;4;2;4;4;3;2;4;1;2;5;1;4;3;7;2;2
"FA20_UV2VO63UXQSP";1;2;3;2;2;4;3;3;4;2;3;3;3;3;2;4;3;3;2;2;NA;2;2
"FA20_UVMFMJZ5W329";5;5;6;6;6;3;4;3;3;3;3;2;1;2;1;2;3;1;4;5;6;1;1
"FA20_UWOGMQYOUI41";1;1;2;4;2;2;3;3;2;3;3;4;2;4;1;3;2;2;1;1;5;4;1
"FA20_UXDQ3X7ZSD7H";3;5;6;3;3;3;4;4;3;4;4;4;3;3;1;4;4;2;5;3;8;2;2
"FA20_UY5LCQC55MAK";2;2;1;3;1;4;3;3;3;3;3;3;3;4;2;4;2;4;3;3;2;2;2
"FA20_UZHDNS5PEZ1N";5;5;3;3;2;3;3;2;4;3;2;3;3;3;2;4;3;5;2;3;7;2;2
"FA20_V1EIWOSS90HR";5;3;4;2;2;4;3;3;2;3;3;2;3;3;1;5;3;2;1;2;3;2;2
"FA20_V2DS443OTK4P";2;3;3;5;4;4;2;3;4;3;2;2;3;3;2;5;4;4;4;2;2;4;3
"FA20_V2JFGAJR6H82";5;5;5;3;5;2;4;4;2;4;4;4;3;4;3;4;3;1;4;5;7;2;2
"FA20_V4KWCQW0MLVF";6;6;7;7;6;3;4;4;2;4;4;4;2;4;1;2;4;2;3;3;6;2;2
"FA20_V5CS6DMAE8W2";5;6;6;3;5;2;3;4;2;4;3;4;2;4;2;4;5;2;4;3;5;2;2
"FA20_V5W6BN258N3S";4;5;5;4;4;3;2;2;3;2;3;2;3;2;2;4;3;4;3;2;4;4;3
"FA20_V6JCLFPQYK90";7;7;5;7;3;2;4;4;2;4;4;3;2;4;1;3;4;3;4;2;8;1;1
"FA20_V81KWOHA7DG1";5;2;5;5;2;3;3;3;3;3;1;3;4;2;3;2;2;4;3;3;5;4;3
"FA20_V85E0J2ML0AI";5;6;6;6;6;2;3;3;3;4;4;3;2;4;3;4;4;2;4;2;8;3;2
"FA20_V983MZBILWY7";5;5;6;5;4;2;3;4;3;3;3;3;3;3;2;3;4;3;3;3;4;2;2
"FA20_V9KD1NVD2QFT";4;4;5;3;2;3;3;3;3;3;3;2;3;3;2;4;4;4;4;3;6;2;2
"FA20_VAL1LYYH4EL3";2;2;2;4;3;4;2;2;3;2;2;2;4;2;3;5;1;5;2;2;8;1;1
"FA20_VD48ANY6B46L";5;6;5;6;5;2;3;3;2;3;4;3;2;4;1;3;4;1;4;3;4;1;1
"FA20_VEB1Z0O8R3DU";3;3;3;5;4;2;3;3;3;3;3;3;4;3;2;5;3;4;2;1;5;4;2
"FA20_VEMAMVKHUB10";1;2;1;1;1;3;2;2;4;3;3;3;4;3;1;4;3;5;3;3;7;2;2
"FA20_VEN5WRRL8H3N";2;5;5;5;1;1;3;3;4;4;2;3;4;3;2;3;4;2;4;3;7;1;2
"FA20_VF1CV8G80GTX";2;1;2;1;2;3;3;2;3;3;3;3;4;3;2;4;3;3;2;4;3;2;2
"FA20_VG2M51C5SYUV";2;6;4;4;2;2;4;4;2;3;3;3;3;2;3;2;4;2;3;3;7;4;2
"FA20_VG7F2FR2PRAG";2;4;5;6;1;3;3;4;4;3;2;4;3;4;3;5;3;3;2;2;5;2;2
"FA20_VGUYIVFVIP3X";5;6;6;3;1;2;4;4;1;3;3;3;2;3;2;1;4;3;2;5;8;1;2
"FA20_VH48WRAUV72N";3;5;3;3;1;3;3;4;3;4;2;2;3;3;1;5;3;3;3;2;7;2;2
"FA20_VIWSWPC4VGL7";1;2;1;2;2;4;2;2;4;1;2;1;4;2;5;5;3;4;3;2;4;2;2
"FA20_VIYNHBM9NFE5";3;6;5;6;2;2;4;4;2;4;4;4;2;4;2;4;4;1;4;3;NA;2;2
"FA20_VJMHABIIZIKT";2;5;3;4;1;2;3;3;3;3;3;3;3;3;2;2;4;2;3;3;6;2;2
"FA20_VK0V8Z8PTEEU";5;6;6;5;4;2;3;3;4;3;3;2;3;4;2;4;3;3;4;1;7;1;2
"FA20_VMFTJ7O8X6QM";2;2;2;2;2;3;4;4;3;4;2;3;4;2;1;3;4;1;3;3;6;2;2
"FA20_VNAFWFKQ9MYY";3;3;3;2;3;3;4;4;2;4;4;4;2;4;3;5;4;4;3;1;5;2;2
"FA20_VNUQKCOY7PMX";5;2;3;5;5;4;4;4;2;4;3;3;2;4;1;3;3;4;5;2;7;2;2
"FA20_VPJLBEWZY54Q";5;6;6;5;2;2;3;4;2;4;3;3;2;4;2;3;3;2;4;3;7;4;2
"FA20_VPXXIVB39G1A";3;4;3;4;4;2;3;3;3;3;3;3;4;3;5;5;2;4;1;1;5;3;2
"FA20_VR8A4G310QEP";6;6;6;7;4;2;2;3;4;4;4;4;3;2;2;2;4;2;4;3;3;2;2
"FA20_VRQYR1ABOWU0";5;5;6;5;4;3;3;4;2;4;4;3;2;4;2;3;5;2;4;3;8;1;1
"FA20_VRYRD73Z4QWS";4;4;6;7;2;4;3;4;4;4;4;2;4;2;2;5;3;2;2;3;4;4;2
"FA20_VS5T9UOGP4HP";2;3;2;5;5;3;2;2;3;1;2;1;4;4;3;1;2;3;3;3;6;2;2
"FA20_VSMF49VVR2RS";6;6;4;4;4;3;3;3;3;2;3;3;3;3;2;2;4;3;4;3;4;2;2
"FA20_VTHAH178OVKW";1;1;2;1;1;3;2;3;3;3;3;3;3;1;3;5;2;4;2;1;7;4;2
"FA20_VTHSI9KIOAZH";1;3;5;3;2;4;2;2;4;3;2;2;3;2;2;4;4;4;2;3;5;2;2
"FA20_VUR1Q9ZPQ10A";6;6;6;5;5;3;3;4;2;4;3;3;3;2;1;4;4;3;3;3;8;1;1
"FA20_VV55CJGPGO8M";2;1;1;1;2;3;3;3;2;3;3;3;4;3;2;3;1;5;1;4;5;2;2
"FA20_VVJABDFTID35";2;2;3;2;5;4;1;2;4;2;2;2;3;3;1;3;2;5;2;2;7;2;2
"FA20_VWI7866TXH6F";6;6;6;6;6;3;2;3;4;4;4;3;3;3;1;3;4;2;4;3;8;2;2
"FA20_VWXTHI2I8WL6";6;7;7;5;5;1;4;4;3;4;4;4;3;4;2;3;5;2;4;3;6;2;2
"FA20_VZBX2GH4Y2EA";6;5;5;5;6;2;4;4;2;4;4;4;2;4;2;4;4;3;3;4;3;4;2
"FA20_W0W61J5PQMDK";6;3;5;5;3;3;3;4;2;4;4;4;2;4;1;2;4;3;4;4;3;2;2
"FA20_W3GMSZE2T6OW";6;6;6;6;5;2;3;4;3;4;4;4;4;4;3;3;3;3;3;4;10;4;2
"FA20_W5766ZPSUH70";1;1;2;4;2;3;4;3;3;3;2;2;2;3;2;5;2;5;3;1;7;2;2
"FA20_W675IYGP9DUX";5;5;6;5;4;3;2;3;4;3;4;3;3;2;3;5;4;2;4;1;8;2;2
"FA20_W6CRYXBRSMQF";5;5;6;6;6;2;4;4;2;4;4;4;2;4;2;2;4;2;5;1;5;2;2
"FA20_W74JAPGF1D7I";4;4;5;1;3;3;4;4;3;4;3;4;2;4;1;2;5;3;4;3;7;4;2
"FA20_W81JTJA5XB6L";4;7;7;7;6;2;4;4;2;4;3;4;1;4;1;1;5;1;5;4;10;1;1
"FA20_WBFWJ4BM466K";3;3;3;5;2;4;3;4;3;3;3;3;3;3;4;4;3;2;4;2;7;2;2
"FA20_WC5C26ILFFXL";1;1;1;3;2;3;1;1;4;1;1;1;4;1;5;5;2;5;2;1;4;2;2
"FA20_WHBO60WCG8VC";1;3;3;4;3;2;2;4;3;4;2;3;3;2;3;5;3;4;3;2;6;2;2
"FA20_WJNJIEMHD59P";2;6;3;6;3;4;2;3;4;3;2;3;3;3;3;5;4;4;3;1;8;2;2
"FA20_WNKZLDYDL0GS";6;5;2;3;5;3;3;3;2;3;3;3;3;4;4;5;3;2;3;2;8;1;1
"FA20_WNNAGDOJ5031";3;5;5;5;5;3;3;3;4;3;3;4;3;4;2;4;4;4;4;2;4;3;2
"FA20_WP6YRB4F0VKH";5;6;6;2;2;3;4;3;3;3;4;3;3;2;2;2;4;2;3;4;7;2;2
"FA20_WQJ6SX9H2BE7";3;5;5;5;4;3;3;4;3;4;3;2;3;2;3;5;4;2;5;1;8;2;2
"FA20_WQPOFOXS0KC3";5;6;6;4;4;3;3;4;3;4;3;3;3;4;2;5;3;3;4;1;7;1;1
"FA20_WSWXL0GF9XJJ";4;5;5;5;4;3;3;3;3;3;3;3;3;3;3;4;4;2;4;4;8;1;1
"FA20_WSZ3527JAZO2";3;5;6;6;3;3;2;4;3;4;3;3;3;3;3;2;4;3;5;4;7;2;2
"FA20_WT2MV216U4QI";5;5;4;4;5;3;4;4;3;4;4;4;2;4;2;4;4;3;5;3;7;2;2
"FA20_WTLE93PVUD0M";6;5;3;6;4;4;3;2;4;2;2;2;4;1;1;5;2;4;1;1;6;4;NA
"FA20_WTYGKCZ9R79K";6;2;5;7;5;4;2;2;4;4;4;3;3;3;2;5;4;2;5;5;8;2;2
"FA20_WUWSHJYLBMD7";5;5;6;6;6;2;3;3;3;4;3;4;2;3;2;2;4;2;5;3;7;2;2
"FA20_WVNXXLZW4ESR";1;1;2;2;2;4;2;2;3;2;2;2;4;2;1;1;1;4;1;3;7;2;2
"FA20_WWKSV9OKCI3V";3;5;3;5;6;2;4;4;2;3;3;3;2;3;2;2;4;2;4;3;7;4;2
"FA20_WYYFZS62X2NX";5;5;3;3;3;3;4;3;3;3;3;3;3;2;3;4;3;3;2;3;6;2;2
"FA20_X0GAHXH55C1H";2;3;6;2;1;4;2;2;4;1;3;3;4;3;4;5;2;3;2;1;6;2;2
"FA20_X1J6WCQXQWOM";2;5;5;6;3;4;2;3;4;2;3;2;4;3;5;5;3;5;2;3;4;4;3
"FA20_X1JKELBHX5DB";5;3;6;6;7;2;3;4;2;4;4;4;4;4;3;5;5;3;4;3;10;1;1
"FA20_X1M08M2DCRCO";3;3;3;5;7;2;4;2;4;2;3;3;4;3;3;4;4;5;4;4;7;2;2
"FA20_X1WH82CHGN9W";1;3;2;2;1;1;4;4;1;4;2;4;1;4;3;5;3;5;1;4;4;3;3
"FA20_X2VOVPPGLPXB";6;7;7;6;5;3;3;2;3;4;3;3;2;4;3;4;4;5;4;2;6;2;2
"FA20_X42TGJ62F5G9";6;6;6;5;6;2;4;4;3;4;3;4;3;2;3;3;5;2;5;3;7;2;2
"FA20_X506K8TIQDB6";3;3;2;2;1;4;3;4;3;4;4;4;4;4;3;5;3;5;4;2;4;2;2
"FA20_X6CT6KPD3MYT";5;5;6;4;6;3;3;3;3;3;3;3;3;3;3;2;3;2;3;4;5;2;2
"FA20_X86SIWLQ6H8Z";3;4;4;5;3;3;3;2;4;2;2;2;4;3;3;4;3;4;3;2;7;2;2
"FA20_XC2OZ5AYA9CI";2;3;2;2;3;3;3;4;3;3;3;4;3;4;3;4;3;3;4;2;7;2;2
"FA20_XCBEPWK0A4NW";2;3;2;4;2;3;3;3;4;3;3;3;3;2;2;5;2;4;3;1;5;2;2
"FA20_XDDXEBDSIFRS";3;5;6;5;6;2;3;3;2;3;3;3;3;3;4;4;4;3;2;2;6;3;2
"FA20_XDEGI4GDHWQ7";3;5;5;4;3;3;4;4;3;4;4;4;3;3;1;2;4;3;3;5;3;2;2
"FA20_XDHGFNEKPEIU";1;1;1;1;2;4;3;3;3;3;3;3;4;3;2;5;2;5;2;1;4;2;2
"FA20_XE841UA835UI";2;3;5;3;3;4;3;3;3;3;3;3;3;3;3;3;2;4;2;1;6;2;2
"FA20_XGG0Z7RAZO4E";3;3;3;5;5;3;3;4;3;4;4;4;2;4;3;4;4;3;4;2;7;1;3
"FA20_XGPBVBAB2QRH";5;7;4;2;7;2;4;4;3;4;3;3;3;3;1;2;5;1;3;3;8;2;2
"FA20_XGX61VQAWMSV";6;7;6;7;6;4;4;2;3;4;3;2;4;3;1;3;5;1;4;2;8;3;NA
"FA20_XH49Y8HW414C";6;5;6;3;5;3;2;3;3;3;2;2;3;3;3;5;3;3;1;2;9;2;2
"FA20_XHJHO6E7M84Y";6;7;7;5;5;2;3;4;1;3;4;3;2;4;1;1;5;1;5;4;9;1;2
"FA20_XJ4HDRW4ZIND";2;2;5;4;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;7;2;2
"FA20_XLSQXGMKLDYT";6;5;6;6;5;3;2;3;3;3;3;3;2;2;2;2;4;1;4;4;6;2;2
"FA20_XLX1V6SZ8A2N";5;6;6;5;5;3;4;3;3;3;4;3;2;3;1;2;4;3;4;2;6;2;2
"FA20_XLXPGAPJBBOP";6;7;7;7;2;2;3;4;1;4;3;3;1;4;2;3;5;1;4;2;9;4;3
"FA20_XLYKUEBMSTJR";6;6;7;7;6;2;3;3;2;4;2;3;3;3;1;1;5;1;4;5;7;2;2
"FA20_XNHLT9I4IK0N";6;6;6;6;6;2;4;4;2;4;4;4;2;4;2;2;5;2;4;4;6;2;2
"FA20_XO7ADHXBWXAE";2;2;1;1;1;3;2;2;4;2;2;2;3;1;3;5;3;3;2;2;4;4;2
"FA20_XOM4Z3SADM9M";5;5;5;6;4;3;3;4;3;4;3;3;3;3;3;4;3;2;3;2;5;2;2
"FA20_XP1SP93E5QZE";5;7;6;5;7;3;2;4;3;4;3;2;3;3;1;3;3;3;5;3;9;1;3
"FA20_XQDHL74R3N6J";4;3;3;3;3;3;3;3;2;2;4;3;3;4;4;5;3;2;3;3;4;2;2
"FA20_XRFGPUONTR9S";3;2;3;3;2;4;2;2;4;2;2;2;4;3;3;5;2;4;4;2;6;1;1
"FA20_XRLE8WIMV9R6";5;6;5;7;1;4;3;4;4;3;3;3;4;3;2;5;3;4;2;1;6;2;2
"FA20_XTHSKFRXY92Q";3;5;3;6;6;3;4;4;2;4;4;4;3;4;2;4;4;3;4;1;4;4;2
"FA20_XUXWMQKTU87A";5;5;6;6;6;2;4;3;2;3;3;4;2;3;2;4;3;3;3;2;6;1;3
"FA20_XVE70MN55RU4";5;5;6;6;6;2;3;4;2;4;3;3;3;4;1;2;5;2;3;4;7;4;2
"FA20_XW3FKT2J7NIN";2;4;3;3;2;3;3;4;2;4;3;3;3;4;3;4;3;2;2;3;6;3;2
"FA20_XZX7ZXXEVZ8D";6;6;7;7;7;2;4;4;2;4;4;4;2;4;3;3;4;2;4;4;8;2;2
"FA20_Y0XLCERULQA1";2;1;1;4;7;1;2;4;1;4;3;4;3;4;4;5;4;5;4;5;4;2;2
"FA20_Y3MXNS1BK9S6";4;5;6;3;3;3;4;3;3;3;3;3;2;3;2;3;3;4;3;2;7;1;1
"FA20_Y403P4X0QGOL";7;7;6;7;6;2;4;4;3;4;4;4;2;4;1;3;4;1;4;5;7;4;2
"FA20_Y9BK33C7GTZR";2;3;3;1;2;1;3;4;3;4;4;4;2;4;3;5;4;2;3;3;7;4;2
"FA20_Y9CTKIPSKGGA";5;6;7;6;7;3;3;4;2;4;4;3;1;4;2;5;4;2;4;1;7;2;2
"FA20_YB5GDW2U2YLE";2;3;5;5;2;3;3;4;3;4;3;4;3;4;2;5;3;3;4;2;4;2;2
"FA20_YBFVOTG25O6M";3;3;3;6;5;2;3;4;2;4;3;3;2;3;1;3;4;2;4;4;7;2;3
"FA20_YCHHA7S0OAN9";5;5;5;4;3;1;1;4;2;4;4;3;2;4;2;3;4;2;2;2;8;2;2
"FA20_YD85N4YTH6UL";6;6;5;5;6;2;4;4;3;4;4;4;3;4;2;4;4;3;3;3;8;1;1
"FA20_YFFCPFCZLF1F";6;6;6;7;6;3;3;3;3;3;3;3;3;3;2;3;4;3;2;4;8;3;3
"FA20_YGSN9WZEK36T";5;6;5;2;2;4;3;4;3;3;3;3;3;2;1;2;3;3;2;4;7;2;2
"FA20_YH6TC730JPDR";6;6;6;6;6;2;4;4;2;4;3;4;2;4;1;2;4;2;4;2;7;2;2
"FA20_YI7U1WC6W3KB";1;5;1;1;1;4;2;2;3;2;2;1;4;1;2;5;1;5;1;2;7;2;2
"FA20_YJ0T69391SLJ";3;3;3;5;5;3;3;4;2;4;3;3;3;3;3;5;4;3;2;2;7;3;2
"FA20_YJXBKGRGH4UH";3;3;3;2;1;4;3;4;3;3;4;3;3;3;2;4;4;3;2;2;7;4;2
"FA20_YKGDKD5JWGUZ";5;6;5;2;5;3;3;4;2;4;3;3;2;4;1;3;5;2;3;4;7;1;1
"FA20_YLIEUGKYLJAX";3;4;3;4;4;3;3;2;2;3;3;3;3;3;2;5;3;3;2;1;7;2;2
"FA20_YLJNZ3VOHULU";5;4;4;4;5;4;2;4;3;2;2;3;2;3;3;5;3;4;4;4;8;1;1
"FA20_YNPBSU5A6LEE";5;5;6;6;5;3;3;3;3;3;3;3;3;3;2;3;4;2;4;3;7;2;2
"FA20_YP8K6UUH6GG9";2;6;5;6;5;4;3;4;4;4;4;3;3;4;1;4;4;3;3;2;8;2;2
"FA20_YQA18WPZWDPU";6;6;5;5;6;2;4;4;2;4;4;4;2;4;1;3;5;3;4;2;8;1;2
"FA20_YSRORGUAHHGV";2;2;2;3;2;4;3;2;3;3;2;3;3;2;4;5;1;5;2;1;2;2;2
"FA20_YTZO652BAGUS";5;4;5;5;3;3;2;3;3;4;1;3;3;3;2;2;3;2;3;3;6;1;1
"FA20_YUL0I2HTDZMM";6;5;6;6;6;2;4;4;2;4;4;4;2;4;1;2;5;2;4;3;7;1;1
"FA20_YVZR82U09FFN";4;5;5;5;4;3;3;4;2;3;3;3;2;3;2;2;3;1;3;3;5;4;2
"FA20_YWYYTM03PR4C";2;3;3;4;2;2;3;4;2;4;3;4;3;4;1;3;4;2;3;3;5;1;1
"FA20_YX0THXMD4YZE";3;5;3;5;5;4;3;4;2;4;3;3;3;3;1;3;4;4;4;3;7;2;2
"FA20_YX1XWI9W88BS";3;2;6;5;3;3;2;3;3;3;3;3;4;3;4;2;3;3;2;3;3;2;2
"FA20_YXAT3DZZVNMI";6;5;6;6;6;2;3;4;2;4;3;3;2;3;1;2;4;2;4;4;8;4;2
"FA20_YYA6V8G6KV9T";3;4;3;2;2;3;3;3;3;3;3;3;3;3;2;5;3;3;4;1;7;4;2
"FA20_YYGO1WLY7V5S";4;4;5;4;3;3;2;3;3;2;3;3;3;3;2;3;2;3;2;2;5;4;3
"FA20_YZVDHG7HO3CG";5;4;5;5;6;3;4;3;3;3;3;3;3;3;2;5;3;4;2;2;5;2;2
"FA20_Z0RE8LD2QP64";4;5;5;5;5;2;3;3;2;2;3;3;2;3;2;4;4;3;3;4;4;2;2
"FA20_Z1UM8BDBXZYU";4;4;4;4;4;2;2;2;2;4;4;4;1;1;3;3;3;3;3;3;9;1;1
"FA20_Z245GEUS8K3F";5;5;6;5;2;2;3;3;3;3;3;3;3;3;1;3;4;2;3;4;5;2;2
"FA20_Z57FVILT30GW";7;7;6;6;5;2;4;4;1;4;4;4;2;4;2;3;4;2;4;3;8;4;2
"FA20_Z5O8Y2QIHRBS";3;5;3;3;5;2;2;3;2;3;3;3;2;2;4;5;5;1;3;3;5;4;3
"FA20_Z6DVYXONQR65";3;1;1;1;1;4;2;1;4;2;3;3;4;3;3;4;2;4;1;5;2;4;2
"FA20_Z6I75WGPHILK";5;5;6;4;4;2;3;2;2;2;3;2;2;3;1;3;3;2;3;3;6;2;2
"FA20_Z6LPHLEK70GT";5;5;5;4;4;2;4;3;3;4;3;3;2;4;3;2;3;2;4;4;8;2;2
"FA20_Z7Z49R098EMB";2;2;5;5;3;4;2;3;2;4;2;3;2;3;3;4;3;2;3;2;7;2;2
"FA20_ZB2H7QVJFR9T";3;2;4;2;5;3;3;3;3;2;3;3;3;2;2;4;3;4;4;3;8;2;2
"FA20_ZB850Z4HGF1M";1;5;6;5;1;4;3;3;2;4;2;3;4;3;3;4;3;5;5;3;7;4;2
"FA20_ZE7N74JP3LHT";3;4;4;5;3;4;2;4;3;4;2;3;4;4;5;5;2;5;2;1;8;2;2
"FA20_ZEIUC854BCK9";3;3;3;1;3;4;2;3;2;3;3;2;3;2;2;2;4;2;3;3;7;4;2
"FA20_ZF0HVA92HFS6";2;2;3;5;1;3;4;4;2;4;4;4;3;4;4;3;2;3;3;2;4;2;2
"FA20_ZG1OU8FF8MKT";6;6;6;3;6;2;3;4;2;4;3;3;2;3;1;3;4;2;4;4;7;3;2
"FA20_ZH7MNR8O65ZS";6;7;6;6;2;4;4;4;3;4;2;4;3;3;4;5;4;5;4;3;7;4;3
