"id";"momentary_wellbeing_angry_ema";"momentary_wellbeing_worried_ema";"momentary_wellbeing_happy_ema";"momentary_wellbeing_sad_ema";"momentary_wellbeing_stressed_ema";"momentary_wellbeing_lonely_ema";"momentary_wellbeing_accepted_ema";"momentary_context_activity_ema";"momentary_context_social_media_ema"
"FA20_JHU4N9QIQK0Z";1;4;1;2;4;1;2;"2,17";NA
"FA20_8T53PER4PQL2";1;3;2;3;4;1;4;"12";NA
"FA20_M0TZXEM2LRUF";2;3;2;3;2;2;2;"15";NA
"FA20_NQY7YO06PF9T";1;1;4;1;1;1;4;"15";NA
"FA20_DGVZOFW1D4XC";1;1;2;2;1;1;4;"1,2";NA
"FA20_R6W9TBWT34WF";1;3;4;2;3;2;4;"1,2";NA
"FA20_NKKEGDRZGN9A";2;4;2;2;3;3;1;"1,6,7,18";NA
"FA20_6PP5DS82IEEX";2;2;2;2;2;2;2;"2";NA
"FA20_0IVRD2QPWXI2";1;1;1;1;1;1;1;"15";NA
"FA20_N9MXA0XMPY7D";1;1;3;1;1;1;4;"19";NA
"FA20_UXDQ3X7ZSD7H";1;2;2;1;2;2;2;"1";NA
"FA20_VEN5WRRL8H3N";1;1;3;1;2;1;3;"2";NA
"FA20_NS9PCHY9HJ9V";1;3;2;2;3;2;2;"1";NA
"FA20_ZP4MCKROCS9O";1;2;2;1;3;1;1;"1,2";NA
"FA20_QBRMAPUN0UX1";3;2;2;2;4;2;2;"1,2";NA
"FA20_9GVI561L38ZC";1;1;4;1;2;1;4;"15";NA
"FA20_8DR420GF3EMC";1;3;3;2;3;2;3;"1,5";1
"FA20_3FVB6E6CF9UT";1;3;2;1;3;2;2;"1,2";NA
"FA20_0IF3S501IAZM";3;4;1;2;4;3;1;"15";NA
"FA20_2G6MVH3F3JO4";1;1;2;1;2;2;1;"2";NA
"FA20_YH6TC730JPDR";1;2;2;2;4;2;2;"2";NA
"FA20_9LAZI904NJ1W";3;1;1;1;2;1;1;"7";NA
"FA20_V983MZBILWY7";1;1;3;1;1;1;3;"8";NA
"FA20_542LNPOBACIQ";1;3;2;3;3;3;3;"1,18";NA
"FA20_1T2A1N4L2PJ7";2;2;1;2;3;1;1;"1";NA
"FA20_4B0FU6A7E9FA";1;1;3;1;1;1;3;"15";NA
"FA20_QTA6CPPVST3S";2;4;2;3;4;2;2;"2,5,9,15,17";4
"FA20_0DERWF0FWF3R";1;4;2;2;4;4;2;"4,5,7,10,11,12,14,15,17";3
"FA20_1CT1IHMU8IGH";1;2;1;1;2;1;4;"19";NA
"FA20_VEMAMVKHUB10";1;1;1;1;4;1;1;"15";NA
"FA20_IQ9OR7HO0Z17";1;4;2;2;2;2;2;"4,5,18";4
"FA20_3KU5YFR06IRM";1;3;3;1;3;1;3;"2,5,10,17,18";1
"FA20_M399XKOZA1YQ";2;2;2;2;2;2;3;"4,18";NA
"FA20_L4ZOO92NQ6P6";1;1;1;1;1;1;1;"4";NA
"FA20_P8YTJ8Z8BX9F";1;3;2;2;2;2;2;"18";NA
"FA20_XHJHO6E7M84Y";2;2;3;1;2;1;3;"1,2";NA
"FA20_ZIN7F8ZO0LGP";1;1;1;1;3;2;1;"15";NA
"FA20_RO2PYJM6TOLM";1;2;3;1;3;2;2;"15";NA
"FA20_3HJYZSR9O8HL";1;1;1;1;1;2;1;"1";NA
"FA20_3OBP2KUVFP2K";1;2;2;3;3;3;2;"15";NA
"FA20_057L052NRXLM";1;2;2;2;4;1;3;"19";NA
"FA20_E06A279TUX7T";1;2;3;1;2;1;4;"2";NA
"FA20_XW3FKT2J7NIN";2;2;1;1;2;1;NA;"5,15,17";3
"FA20_SI9KMXLM53JD";1;1;2;2;2;1;2;"5,15";3
"FA20_GOPJOYTRJVHA";1;1;2;2;2;1;1;"1";NA
"FA20_AN40U9G5V5TF";1;1;2;1;2;1;3;"15";NA
"FA20_0MZ8EKJ09FJC";2;4;1;3;4;3;1;"2,15,17";NA
"FA20_4P9VLEDMUDPN";1;1;1;1;1;1;2;"1";NA
"FA20_FL9IY2ADH0EE";1;1;3;2;1;1;3;"10,15";NA
"FA20_T9Y3XSIM3Q52";1;1;3;1;1;1;2;"2,4";NA
"FA20_OUY7YO6T8FJT";1;2;3;1;2;1;3;"4,5,15";2
"FA20_GOJ7XXWQD67D";1;1;1;1;2;1;1;"15";NA
"FA20_Z6LPHLEK70GT";1;2;2;1;2;2;2;"2,11";NA
"FA20_2ISFC50E04CO";1;2;4;1;2;1;4;"2";NA
"FA20_RUHEX6B14QYN";2;3;4;2;3;2;2;NA;NA
"FA20_VS5T9UOGP4HP";1;1;3;2;2;1;3;"8,17";NA
"FA20_NG56P668SZBP";1;1;3;1;1;1;3;"5";2
"FA20_T2BP2P4NNTLS";1;2;2;1;2;1;4;"15";NA
"FA20_J3XX7NX7M0J4";1;1;1;1;2;1;1;"10,15";NA
"FA20_AELBLBYS1KCR";1;3;3;2;2;1;3;"2,15";NA
"FA20_MZWKTTHZHL6F";1;2;3;1;3;1;2;"2,12";NA
"FA20_XGG0Z7RAZO4E";1;1;2;2;2;2;4;"1";NA
"FA20_9CMAAWSSU2M6";1;3;1;2;4;1;1;"2";NA
"FA20_GRADE97Z6SQM";3;1;3;2;2;1;2;"1";NA
"FA20_RDJ8Z1D1CW84";1;2;2;1;3;1;1;"1";NA
"FA20_JIQRWTJVXH8B";1;2;3;1;2;1;3;"15";NA
"FA20_WVNXXLZW4ESR";2;3;1;2;3;3;1;"15";NA
"FA20_RTCGLY65P9WV";1;2;1;3;2;2;1;"4";NA
"FA20_HLVWCDULXMG0";2;1;2;2;4;1;2;"2,5";3
"FA20_2ORSMDIINHQB";1;1;2;1;1;1;2;"4,12";NA
"FA20_VGUYIVFVIP3X";1;1;1;1;2;1;1;"2,10";NA
"FA20_1AJ8KNEWTVZZ";1;1;2;1;1;3;2;"1";NA
"FA20_0KJDE7G10W70";1;1;3;1;1;1;2;"2,9";NA
"FA20_IB6RLH4R4YOZ";1;2;2;1;2;1;2;"4,9";NA
"FA20_A590VJ2J2K2J";1;1;4;1;2;1;4;"3";NA
"FA20_M0UL1LG2ZYWO";1;1;2;1;3;1;NA;"18";NA
"FA20_YWYYTM03PR4C";1;1;3;1;1;1;3;"15";NA
"FA20_NJBHWCWA1HJ6";3;4;2;3;4;4;1;"2,9,18";NA
"FA20_641FGGRLZ66S";1;3;3;1;3;1;3;"2,6";NA
"FA20_E4QF2SZ0AAIF";1;4;2;1;3;1;2;"13";NA
"FA20_3JPQFBBBG4UC";1;1;2;1;2;1;2;"15";NA
"FA20_6KKUUQIR4HWF";1;1;3;1;3;1;3;"15";NA
"FA20_B2I7BX9MDSRD";1;2;1;2;3;2;1;"3,10,18";NA
"FA20_TRXQUUTVXG3C";1;1;3;1;1;1;3;"7,10,12,18";NA
"FA20_MSPQINYD3LPA";2;1;4;2;4;3;3;"4,6,16";NA
"FA20_RN8PNALHSGZC";1;2;3;1;3;2;4;"2";NA
"FA20_HKHN6PQOUMB4";1;2;1;2;3;2;1;"3";NA
"FA20_K2C0RQ48JV5F";1;2;3;2;2;1;3;"1";NA
"FA20_M8OF23O42T1G";4;4;1;4;4;4;1;"10";NA
"FA20_GZRUS5COXY9I";1;2;4;2;2;1;4;"1,2,9";NA
"FA20_5F1UDWB09EH8";1;1;1;1;1;1;1;"4";NA
"FA20_UD1SAU6TNU9D";4;4;1;4;4;4;1;"2,18";NA
"FA20_JHU4N9QIQK0Z";1;4;2;4;4;1;2;"18";NA
"FA20_JNAYSU5BYRYR";1;1;4;1;1;1;4;"15";NA
"FA20_YJXBKGRGH4UH";1;3;2;1;3;1;2;"19";NA
"FA20_THQ8PNIJMRZ8";1;1;3;1;2;1;3;"13";NA
"FA20_O4GFHD95X1EP";1;1;3;1;1;1;2;"1,15";NA
"FA20_5YEEYJ7U2X71";2;2;2;3;2;3;2;"10";NA
"FA20_HPNSQA8YVE1L";2;3;2;3;3;3;3;"1,2";NA
"FA20_IQESTSWEITPF";2;3;3;2;3;2;2;"1,2";NA
"FA20_Q1I4E9LAVR4H";1;1;2;1;1;1;4;"2";NA
"FA20_9ZG6SPVQ7VRD";1;1;2;1;2;1;3;"18";NA
"FA20_X0GAHXH55C1H";3;3;1;1;4;3;2;"2,6";NA
"FA20_UOSNUUH0V08J";1;1;1;2;2;3;1;"15";NA
"FA20_5LVYXVFCEZA9";2;2;2;2;2;2;2;"3";NA
"FA20_J9ZOCCU5PY62";1;1;4;1;1;1;2;"1,14";NA
"FA20_BK8NXRY5R5U1";2;4;1;3;4;3;2;"1,10";NA
"FA20_1U6WMF8OK5T1";1;1;2;1;1;2;2;"1";NA
"FA20_1L2HFGGYW98L";1;1;2;1;2;2;2;"1,5";1
"FA20_FZFQFU02PCZX";1;2;1;2;3;3;1;"19";NA
"FA20_56FS6YVGWNC6";2;3;2;2;2;3;2;"7,12";NA
"FA20_T6AB8CH75LZE";1;1;2;1;2;1;4;"1,5,6";2
"FA20_FDGL05RZ2MN1";1;2;3;1;2;2;4;"1,5,15,18";2
"FA20_QFXPFS2W3EN6";1;3;3;1;3;1;3;"10,18";NA
"FA20_099DSJXP660I";1;2;2;1;3;1;2;"2,17";NA
"FA20_LRCQNCT7Q0NL";1;1;2;1;1;1;3;"4,5";1
"FA20_5PGYS8YMJ7PK";1;1;3;1;1;1;3;"1,9";NA
"FA20_9BL2PZESF2TP";1;2;2;2;3;2;3;"2,9,12,18";NA
"FA20_1FS82D2KKGZR";1;1;3;1;2;1;2;"1,18";NA
"FA20_BKHD1XGMYN0G";1;1;4;1;1;1;4;"6,12";NA
"FA20_QQ72JKP8R2SQ";1;3;3;2;3;1;2;"1,2";NA
"FA20_BKU9G7QW1IUX";1;2;2;2;3;2;2;"18";NA
"FA20_2JD4VI4Z1GUK";1;2;3;1;2;1;3;"2";NA
"FA20_XLX1V6SZ8A2N";1;1;2;1;2;2;3;"1,2";NA
"FA20_D9W5JDT2C66P";1;2;4;1;2;1;3;"5";2
"FA20_WJNJIEMHD59P";2;4;2;2;3;1;2;"10,18";NA
"FA20_542LNPOBACIQ";1;2;2;3;2;3;3;"2,9";NA
"FA20_HCYIEO67D2G9";1;3;4;1;4;1;3;"1";NA
"FA20_DNTDYGYIOMZ7";1;1;2;2;3;2;NA;"5,8,9,12";4
"FA20_WP6YRB4F0VKH";1;1;3;1;1;1;3;"13";NA
"FA20_PNCXAA5E7NJP";2;3;2;1;1;1;2;"1";NA
"FA20_D9AVU0KKF9FT";1;1;2;1;2;1;2;"1";NA
"FA20_5Q6Q8EA4O0FL";1;3;1;2;3;2;2;"1";NA
"FA20_ANBJGSMP5D0H";1;1;2;1;2;1;NA;"1";NA
"FA20_6PAZ0W1NMROG";3;2;3;4;3;3;3;"2";NA
"FA20_AF5OESQKIFS7";1;3;2;2;2;2;2;"5,10,18";3
"FA20_MZZ7DYQXI3IK";1;3;1;1;3;1;2;"1,2,7";NA
"FA20_W675IYGP9DUX";1;2;3;2;3;3;1;"2,12,14";NA
"FA20_RLDIU8C8VEBD";1;1;2;1;1;1;2;"1,2,10,13";NA
"FA20_R3W1490CEGQ7";1;3;2;1;3;2;2;"2";NA
"FA20_LY1AQJRCU9WK";1;1;3;1;1;1;2;"2,5,7,12";2
"FA20_CZEQAEPWUTFC";1;4;3;2;4;1;3;"15";NA
"FA20_T8OBCTIXG17O";1;3;3;2;2;1;4;"8,18";NA
"FA20_5ADZITPEMS0W";1;2;3;1;3;1;3;"1,18";NA
"FA20_46IGW86RHFL3";1;2;2;2;2;2;3;"1,2";NA
"FA20_32UVJIK1ZDTQ";1;1;4;1;1;1;4;"1,2,5,18";2
"FA20_V4KWCQW0MLVF";1;1;3;1;2;1;4;"2,15";NA
"FA20_CFPSWBWW8ZHS";2;2;1;3;3;2;2;"7";NA
"FA20_AU4094P5XZIR";1;3;1;2;3;1;2;"1,4,5,17";1
"FA20_HOVEUFNI77TA";1;2;2;1;2;2;1;"2,4";NA
"FA20_KL4TVICVCTZZ";1;2;2;1;2;2;2;"4,5,7,10,18";1
"FA20_SK0ACWOZYRWE";2;4;3;2;4;2;3;"9,18";NA
"FA20_PHMSB261RXJ2";2;3;2;3;4;2;1;"5";4
"FA20_Y0XLCERULQA1";2;1;4;2;2;2;2;"9";NA
"FA20_EEJKMC34WFDD";2;3;2;3;3;2;2;"1,2,5,9,12,18";1
"FA20_VH48WRAUV72N";1;1;3;1;3;1;3;"1,2";NA
"FA20_RUIRIDZUL13H";3;3;4;2;4;3;2;"18";NA
"FA20_W0W61J5PQMDK";1;2;1;1;3;1;2;"10,15";NA
"FA20_0CZU6GPE47MH";1;2;2;3;3;4;1;"1";NA
"FA20_2AT2LY5G5UB1";1;3;1;3;4;4;1;"1,17";NA
"FA20_ZUUPXUCZW9VC";3;4;1;4;4;4;1;"2,4,5,17";4
"FA20_QYB68S38W0BS";1;2;2;1;3;3;NA;"1";NA
"FA20_RJSX4XACVQ96";2;2;2;2;2;2;2;"10,18";NA
"FA20_PDLOA78HFB5S";4;4;1;2;4;2;2;"1,4,5,18";2
"FA20_LW2KJBD5EUS3";1;1;3;1;2;1;4;"5,15";2
"FA20_4STMQIZ8Y75F";1;1;3;1;2;1;3;"2";NA
"FA20_NZTLZ3OVMX8P";1;2;3;1;2;1;3;"13";NA
"FA20_NCXHZGJOE5GE";1;1;4;1;1;1;3;"13";NA
"FA20_3L9S10DEQN30";1;2;3;1;2;1;3;"1";NA
"FA20_JZ3YUI4JZV1Z";1;1;3;1;1;1;3;"2,5,6,13,18";2
"FA20_OR4ZWH416ZID";1;3;2;2;3;1;3;"1";NA
"FA20_CO34FWPBN86Y";1;1;2;1;3;2;2;"1";NA
"FA20_ST8X27QBZ0YJ";4;4;1;4;4;4;1;"4";NA
"FA20_BVDK46OJ8ZEV";2;4;3;1;3;1;3;"1,6";NA
"FA20_CZW7MY4IZZ4B";2;2;2;2;2;1;2;"1,2";NA
"FA20_OYMOQY0TKJ99";1;1;2;1;2;1;2;"2";NA
"FA20_CT7O3MP9321M";1;3;2;1;4;1;3;"2";NA
"FA20_FH8BIBFQGPKN";1;2;3;1;2;1;4;"6,9";NA
"FA20_FTH4MHSL8FNZ";3;1;1;3;3;4;1;"4,10,12,18";NA
"FA20_S8PSGVQP866B";2;3;1;2;3;2;1;"4,5,15";3
"FA20_D4094G0BWCCM";1;1;4;1;2;1;NA;"1";NA
"FA20_M0AVSJPPH244";1;2;1;2;3;2;2;"1";NA
"FA20_L3ZZINXQEB8L";1;2;3;1;2;1;3;"1,2,5";1
"FA20_I4GEG4BTHY8U";1;1;2;3;4;2;1;"12";NA
"FA20_2AD97L0WAD94";1;1;2;1;1;1;2;"8";NA
"FA20_UMT2A8IY6C0R";1;2;2;1;2;1;2;"1";NA
"FA20_U8M1IWH2OT9G";1;2;2;1;2;1;4;"18";NA
"FA20_UE5T3BFRY00W";2;4;2;2;3;2;3;"1,2";NA
"FA20_B7VJKBEZX1DO";1;2;2;1;2;2;2;"1,2";NA
"FA20_E35WVASWXPJA";1;2;2;1;2;1;1;"1,2,18";NA
"FA20_PBMZFBO3RQMF";1;1;2;1;2;3;1;"7";NA
"FA20_NG3XMHSODW4Z";1;2;2;2;3;2;2;"15";NA
"FA20_07JUEFFUWBIG";1;3;2;3;2;3;2;"12,15";NA
"FA20_M1TOAA28Y1B1";1;1;2;1;2;1;2;"2,4,12";NA
"FA20_D0FON874RTYH";2;3;2;3;3;2;2;"7";NA
"FA20_FRQBTHS8XU9P";1;1;2;1;2;1;2;"3";NA
"FA20_O4KV8V3A2W0I";1;2;1;1;2;2;1;"10";NA
"FA20_VG7F2FR2PRAG";1;2;2;1;2;1;4;"2";NA
"FA20_D8VMKWT0ULGC";4;4;1;4;4;1;3;"1,14,18";NA
"FA20_AH4DKWEE3Q7I";3;4;2;4;4;4;2;"10";NA
"FA20_TP0G9XEUW5J6";1;1;1;1;2;1;1;"1";NA
"FA20_9YDII9SD82PC";1;2;1;1;2;1;3;"15";NA
"FA20_LVSMT2S6LFTL";1;2;2;2;2;2;2;"7";NA
"FA20_VPXXIVB39G1A";1;3;1;3;3;2;1;"1,5,18";2
"FA20_QMC3L6PBL2YZ";1;1;1;1;1;1;3;"1";NA
"FA20_2WFOQHP1C6D8";1;3;2;3;3;3;2;"1";NA
"FA20_FJWR6AISSOEK";1;2;3;1;2;1;3;"5,9";4
"FA20_9M6LKHMPM0OZ";2;4;1;3;4;4;1;"1";NA
"FA20_SW6UACJMJMQQ";1;2;3;1;3;1;4;"1";NA
"FA20_OIWQW66T6GWF";4;2;2;1;2;3;2;"1";NA
"FA20_8UHGH89F82PS";1;2;3;1;2;1;3;"2,4,14,15";NA
"FA20_1CT1IHMU8IGH";1;2;2;1;2;1;4;"1";NA
"FA20_KN08O2NCP41J";1;1;3;1;3;1;4;"1,6";NA
"FA20_0XUWBA31XKXQ";2;3;4;2;4;2;3;"2,5,18";2
"FA20_FFB6RWHE8WJ3";1;1;1;4;1;4;1;"1,5";1
"FA20_35QXODH78SNR";1;1;3;1;2;2;2;"2";NA
"FA20_EJ5FPLPXVT4U";1;3;2;2;4;1;2;"7,14";NA
"FA20_P1TGDUU8ZVLR";1;1;NA;NA;1;2;NA;"5,13,18";3
"FA20_WBFWJ4BM466K";1;2;2;3;2;2;2;"8,10";NA
"FA20_41CVDUG41HMA";1;4;2;2;3;2;2;"1,14,18";NA
"FA20_SOJBJA7UU63W";1;1;2;2;2;3;2;"2";NA
"FA20_O7IWBC5MN1II";3;2;1;4;2;4;1;"1,2";NA
"FA20_O5OGAVXX5JOM";1;1;3;1;2;1;3;"18";NA
"FA20_Q4BAG69ZCVOM";1;1;2;2;2;1;1;"1,2,12";NA
"FA20_954QYIUUOXNG";2;4;2;3;4;2;2;"9,11,12";NA
"FA20_GS8Y819KYQ4K";1;2;3;1;3;1;4;"2,11";NA
"FA20_0EWERGFB6SBT";1;1;1;1;1;1;1;"1";NA
"FA20_4S7A0G3ERS41";1;4;3;2;4;3;3;"2,12";NA
"FA20_OQBJ7QG1EPRS";1;1;1;1;2;2;1;"2,13";NA
"FA20_3RKDR0KF64YX";1;1;3;2;4;1;3;"1,18";NA
"FA20_C1GW9VAA0VYW";1;3;2;2;2;2;2;"1";NA
"FA20_8WNH9ET55K7S";1;1;3;1;2;1;3;"8";NA
"FA20_3CHK0U1YAZOE";1;2;2;2;3;1;2;"1,2";NA
"FA20_IZHS47DFRMGM";1;1;3;2;2;2;2;"1";NA
"FA20_2ZYL9N1K5768";1;2;2;1;2;2;3;"2,5,10,15";3
"FA20_8Q6WNWSPCPFQ";1;1;4;1;1;1;3;"7,17,18,19";NA
"FA20_XHJHO6E7M84Y";1;1;4;1;2;1;3;"1,4,5";1
"FA20_9GVI561L38ZC";1;2;3;1;2;1;3;"1,5";1
"FA20_WQJ6SX9H2BE7";2;1;2;1;2;1;3;"7";NA
"FA20_3R4GFERH2ZKT";1;1;4;1;1;1;4;"19";NA
"FA20_MRBLJWFHWM37";1;1;3;1;1;1;3;"1";NA
"FA20_ZJ7URW95MHSO";1;2;1;1;2;2;1;"1,2";NA
"FA20_5QQCTDBWOOEC";1;3;2;1;3;1;3;"4,10";NA
"FA20_7H5R3X5OMG7W";2;2;2;2;2;2;2;"2,7";NA
"FA20_I8P5HAXP184O";1;1;2;1;2;2;4;"1";NA
"FA20_5DH0P93R4EH5";2;2;1;1;3;1;1;"1";NA
"FA20_YJ0T69391SLJ";1;2;2;1;2;1;2;"2,3,4,18";NA
"FA20_WSZ3527JAZO2";1;3;3;2;3;1;4;"2,5";1
"FA20_Z6DVYXONQR65";1;4;1;2;4;2;1;"2,7";NA
"FA20_388BSNJLGFAJ";1;1;3;1;2;1;3;"2";NA
"FA20_MKHE2260V697";1;2;2;2;2;2;NA;"1,2";NA
"FA20_VV55CJGPGO8M";1;3;1;1;3;2;1;"1";NA
"FA20_9LAZI904NJ1W";1;1;1;1;1;1;1;"10,18";NA
"FA20_G5NKVZ2KP5VB";1;2;2;2;3;2;2;"15,18";NA
"FA20_FXUI80F6PMAZ";1;2;3;1;2;1;4;"1,2,4,5,10";2
"FA20_1CWLMO6WDJQH";3;2;4;1;2;1;4;"2,11";NA
"FA20_M2ENVF1RY3DH";1;1;3;1;2;1;3;"2,5";3
"FA20_6OVV7WQNFH6S";1;2;3;1;2;1;3;"1";NA
"FA20_NI6AU9GUS0G4";1;2;1;4;4;4;1;"2,18";NA
"FA20_40B6HLDKY70U";1;3;1;3;4;4;1;"2";NA
"FA20_T2BP2P4NNTLS";1;2;2;1;2;1;4;"18";NA
"FA20_1TWFYFFX5NBR";1;1;2;1;1;NA;NA;"1";NA
"FA20_1JDDLHMVB4ML";1;2;3;1;2;1;4;"1";NA
"FA20_KYB5V8KMBFO1";1;3;1;1;4;1;2;"1,2,4,11";NA
"FA20_8T53PER4PQL2";1;4;1;4;4;1;3;"2,9,15";NA
"FA20_8YVN6JVPLYO1";1;3;3;1;2;1;4;"10,18";NA
"FA20_IP4J6QMYRYJ2";1;1;1;1;1;3;2;"1,13";NA
"FA20_ZIIE44702YIB";4;2;4;3;3;2;2;"2";NA
"FA20_UMTG2QH5XFWJ";1;1;2;2;1;1;2;"9,12,13";NA
"FA20_QKVJQYO43A47";1;3;1;2;3;4;2;"11,12,17,18";NA
"FA20_WTLE93PVUD0M";2;3;1;4;4;2;NA;"3,10";NA
"FA20_MYNLLWKMP27K";1;1;1;1;1;1;1;"2,4";NA
"FA20_H7EY2KBJEJK6";1;4;3;1;4;1;4;"2";NA
"FA20_5WXDO9CU7FGC";1;2;3;1;1;1;3;"2,4,13";NA
"FA20_NUZW4DJ2XVPD";1;1;2;2;1;2;3;"1";NA
"FA20_2TSBPAE5HQ72";1;3;2;1;2;2;2;"1";NA
"FA20_CK54W46WDWLO";1;3;3;2;2;3;2;"1,2";NA
"FA20_MLF1O3733RW7";1;1;3;1;2;1;3;"1";NA
"FA20_V2JFGAJR6H82";1;1;2;1;1;1;2;"10,18";NA
"FA20_MCGDJXD4IF2E";1;3;2;1;2;3;1;"15";NA
"FA20_3KU5YFR06IRM";1;3;3;1;3;1;4;"12,17";NA
"FA20_DBQWRNUXUV24";1;1;4;1;1;1;4;"9";NA
"FA20_VEMAMVKHUB10";1;3;1;1;4;1;1;"2";NA
"FA20_6U9V12S0I4HZ";2;2;2;2;2;2;2;"1,2";NA
"FA20_5XXLF8A4JZS6";2;2;2;1;3;1;2;"1,2";NA
"FA20_VIWSWPC4VGL7";1;4;1;2;2;2;1;"15";NA
"FA20_A1UMZQUNIFXE";1;4;2;3;4;2;3;"2,5";1
"FA20_DZ9KY0STG8LV";1;2;2;2;2;2;2;"15";NA
"FA20_MQYZO6839IRX";1;3;3;2;3;3;4;"5,12,18";3
"FA20_VUR1Q9ZPQ10A";1;2;2;1;2;2;2;"1,9,10,17,18";NA
"FA20_R81LGG6K4I3W";1;4;2;1;2;1;1;"2,5,18";2
"FA20_WYYFZS62X2NX";1;1;3;1;1;1;3;"5,7,12,18";1
"FA20_0CQ277AQDRLV";1;1;4;2;3;2;3;"8,9,17";NA
"FA20_YKGDKD5JWGUZ";1;2;4;1;2;1;3;"6,12,18";NA
"FA20_S73O0XJATOXC";1;1;3;1;3;1;3;"13,14";NA
"FA20_JL5B76YNMSC5";2;3;2;1;2;1;2;"4,5";2
"FA20_3KF7994VZE4U";1;2;2;1;3;1;2;"1,2,9";NA
"FA20_UCK5K21J5MXI";1;3;2;2;4;2;2;"15";NA
"FA20_1RVSM5GCVVGM";1;1;NA;NA;NA;NA;NA;"1";NA
"FA20_1AQ4PRUN0HNH";1;3;2;3;3;2;4;"1,4,5,16,17,18";3
"FA20_KUUAZ46Q47WC";1;1;4;1;1;1;4;"9,10";NA
"FA20_4N4QJHCFYM6L";1;1;2;1;1;2;1;"10,18";NA
"FA20_KO1LUKTGUKLE";1;4;2;2;3;2;2;"1,10,12,15,16,17,18";NA
"FA20_NSGEBEALMRTZ";1;2;2;4;2;4;2;"1";NA
"FA20_XOM4Z3SADM9M";1;2;3;1;2;1;4;"2";NA
"FA20_4ZTCU4HQFR8E";3;3;2;1;3;1;2;"1,2";NA
"FA20_HB3HWD7HMGT9";1;2;1;1;3;1;2;"1";NA
"FA20_JELSS6237J31";1;3;2;2;2;1;3;"2,5,10";3
"FA20_Q7XR7GEOBW04";1;1;2;2;2;2;3;"2,5";3
"FA20_XLXPGAPJBBOP";1;1;4;1;1;1;4;"1,2";NA
"FA20_KCGUYRHMQRR5";1;1;4;1;1;1;4;"9,18";NA
"FA20_0GN5N1TAG1XZ";1;1;4;1;1;1;3;"18";NA
"FA20_LR58AWLU3UOP";1;1;4;1;1;1;3;"9";NA
"FA20_ODLISU7ZNRJB";1;1;1;1;1;1;1;"5";4
"FA20_OAU3IPVWRX7Y";1;1;1;1;1;1;1;"2,5";2
"FA20_YNPBSU5A6LEE";1;3;3;1;3;1;3;"2";NA
"FA20_GURZOT2KPLC6";1;1;4;1;1;1;3;"18";NA
"FA20_ADLE419DM0LX";1;3;1;2;4;1;1;"2";NA
"FA20_ECZQAHSRBV9D";NA;NA;NA;NA;NA;NA;NA;"2";NA
"FA20_VJMHABIIZIKT";1;3;2;2;3;1;2;"9";NA
"FA20_76Y2OQ1BCCNM";2;3;2;2;3;2;2;"4";NA
"FA20_CYJ3LJ1VEAUY";2;3;2;2;3;3;2;"1,13,15";NA
"FA20_M0TZXEM2LRUF";3;4;2;3;4;2;2;NA;NA
"FA20_VR8A4G310QEP";1;1;2;1;1;2;3;"2,15";NA
"FA20_LC6C626SJ30E";2;3;4;2;2;1;3;"2";NA
"FA20_E1V045X224Q4";1;2;2;1;3;1;2;"10";NA
"FA20_L0C9EHNMCXA7";1;1;4;1;1;1;3;"2,5,12";2
"FA20_7LTLZXLJF9GR";1;2;2;2;2;1;2;"1,2,4,5,15";3
"FA20_CBRV4WEV3QIK";1;2;3;2;2;1;4;"1";NA
"FA20_JKDVDTDJ0VC4";1;4;1;4;4;3;1;"1,6";NA
"FA20_QESXAK55DFH6";1;3;1;1;3;2;2;"4,15";NA
"FA20_EYH54WNSCJCF";1;1;4;1;2;1;3;"4,5,15,18";1
"FA20_XNHLT9I4IK0N";1;2;3;1;2;1;4;"9,18";NA
"FA20_LW6V6O1WYSZL";1;3;4;1;3;2;3;"1,2,3,4,5,9,12,15,17,18";1
"FA20_RONLPC2YX45I";1;1;3;2;2;1;4;"1";NA
"FA20_GJ0KQDS9CLWM";1;2;3;1;2;3;4;"2,9,18";NA
"FA20_7USHPLDFQQ53";2;3;1;2;3;1;1;"18";NA
"FA20_N7MVALVPXH4A";2;4;2;2;4;2;2;"3,9";NA
"FA20_UY5LCQC55MAK";1;1;2;1;3;2;4;"1";NA
"FA20_PI9Z0PSXLREI";1;3;2;2;2;2;2;"2";NA
"FA20_KAKUDLDGYC1N";2;1;2;2;2;1;4;"6";NA
"FA20_EF1RKTNDNFY6";1;1;3;1;2;1;2;"5,10,18";2
"FA20_V9KD1NVD2QFT";1;2;3;1;2;2;1;"10,18";NA
"FA20_MAMM5JI2A6NK";1;3;3;1;2;1;4;"2,5,6,15";1
"FA20_4XN4G1RRUX28";1;2;2;1;2;1;1;"2,13,18";NA
"FA20_J7W24TVXZJOP";1;2;2;1;2;1;2;"1,2,5";2
"FA20_EOYP5QMVGK1E";1;3;2;2;3;2;2;"1";NA
"FA20_OOTOJ6UDA6VL";1;1;2;1;1;1;2;"2,7";NA
"FA20_UPDNUMS92WMD";1;1;3;1;1;2;2;"8";NA
"FA20_PV88HH5S4KRM";1;3;4;2;3;2;3;"8";NA
"FA20_NS9PCHY9HJ9V";1;3;2;2;3;1;3;"2,9,11,17";NA
"FA20_1T2A1N4L2PJ7";1;2;2;1;3;1;1;"1";NA
